listing_id,description,Room_type
22668695,Entire Private Floor of West Village Duplex- NY,private Room
22670106,Cozy affordable room #1,private Room
22670366,Cozy affordable room #3,private Room
22670614,Williamsburg Bedroom Available,private Room
22672271,A Taste of Historic Bedstuy - 20 mins to City!,private Room
22672516,Artsy 1 bedroom Apartment in East Village,entire home/apt
22675757,"Central Brooklyn
Beautiful Rooms
Room Vista",private Room
22676015,LIC 1 Bedroom 10 min to Times Sq -1 stop to NYC,entire home/apt
22683699,Large 1 bdr apartment. 20 mins to Times square,entire home/apt
22683799,The place,private Room
22686497,"Backyard BK! Live like a NY‚Äôer in modern, new reno",entire home/apt
22686751,**Summer in SugarHill Manhattan is VERY Sweet**,entire home/apt
22688059,Modern Bedstuy apartment,entire home/apt
22689214,A ROOM DESIGNED JUST FOR YOU,private Room
22689939,HUGE One Bedroom East Village!,entire home/apt
22697211,Sweet studio in Cobble Hill Brooklyn,entire home/apt
22698756,‚òÜCozy Brooklyn Condo 18 minutes from Manhattan‚òÜ,entire home/apt
22699135,"Clean, Large 2 Bedroom Duplex Apartment w/ Patio",entire home/apt
22699847,Location and Comfort Matter!,entire home/APT
22701969,"Cute, comfortable, convenient Brooklyn bedroom!",private Room
22703004,Great affordable price for room near Manhattan,private Room
22703468,"Great private room in Hell‚Äôs kitchen
TIMES SQUARE",private Room
22703920,"Central  Brooklyn Beautiful Rooms
Room Florence
#1",private Room
22705059,Cute room in Manhattan 30 mins to Times Square,private Room
22705115,Spacious apartment with all necessities nearby,entire home/apt
22705516,The Quietest Block in Manhattan :),private Room
22706231,Nice Place in The Bronx!!,entire home/apt
22706343,Bright-Spacious Private Room /30 min NYC,private Room
22712478,"Private, Comfy Town Home - Heart of Williamsburg",private Room
22714571,Amazing Private Room @Madison Square Garden,private Room
22714688,"Huge, New and Green Oasis in Brooklyn",entire home/apt
22715051,Duplex Apt in Brooklyn Beautiful Brownstone,entire home/apt
22715506,Luxury Chelsea apt. walking distance to everything,entire home/apt
22717766,The heart of Brooklyn,entire home/APT
22717838,Sunny apartment with easy connections to anywhere.,private Room
22723461,Large comfortable Studio! Perfect for couple!,entire home/apt
22729984,Madinina,private Room
22730139,Staten Island full size living space-lower level,entire home/apt
22730298,Spacious King size Apartment near Prospect Park,entire home/apt
22732004,Williamsburg BK | Private Guest Suite,private Room
22733533,Duplex w Rooftop Patio,entire home/apt
22734483,~Beautiful 1 Bedroom Apt in Prime Upper East Side~,entire home/apt
22737164,Designer‚Äôs Penthouse w/ private terrace,private Room
22745460,Cozy Room,private Room
22747209,McSimon's | Cozy Private Studio | Near NYC,entire home/apt
22748332,Luxury Home in the Heart of Manhattan,entire home/apt
22750161,JFK 3 Comfort 5 Mins from JFK Private Bedroom,private Room
22751480,Spacious private guest room in Uptown Manhattan,private Room
22751606,"REDESIGNED 2Bdrs in PARK SLOPE,BROOKLYN !",entire home/apt
22751906,Metropolitan Brooklyn Oasis in Heart of Bed Stuy,entire home/APT
22753775,Artist Loft.Good Energy.Big Space With Fire Place!,entire home/apt
22753912,Private Apartment for Discerning Travelers,entire home/apt
22756078,Huge  Private Garden Apt - Memory Foam Mattress,private Room
22759494,"Cozy Design House: Sunny, spacious, 3 bdr getaway",entire home/apt
22760853,Zen 1 bedroom near Central Park+MET+Guggenheim,entire home/apt
22761054,Bright spacious Studio overlooking Manhattan,entire home/apt
22764944,1 ROOM IN 2 BEDROOM APT DOORMAN BLDG WITH ELEVATOR,private Room
22767004,Room with high ceilings in South Slope,private Room
22770321,Spacious 2BR/2BTH/& Parking| Close to Everything!,entire home/apt
22770827,2 bedroom in a prewar building,entire home/apt
22770831,Marco's place,private Room
22771871,My Casa es su Casa!,entire home/apt
22777530,Private bedroom in Gorgeous Brooklyn Apartment!,private Room
22785118,BED-STUY BEAUTY W/ Private Entry & Private Garden,entire home/apt
22786489,(AC) 4 ppl - 2 Rooms 1 private and 1 sharing bath,private Room
22786958,"Luxurious, Modern Studio in Heart of Chelsea, NY",entire home/apt
22789917,Private room in colorful Brooklyn neighborhood,private Room
22792652,"GREAT BEDROOM (IN 2 BRS APT)
EXCELLENT LOCATION!!",private Room
22792711,Bright and Beautiful Artists‚Äô Haven,private Room
22793472,"Spacious Room in Prime Prospect Heights, Brooklyn",private Room
22793957,Cosy bedroom,private Room
22794168,Sunny park-view room in Harlem brownstone,private Room
22794719,Habitacion de renta para 2,private Room
22797190,Large 1 bedroom apartment East Village / Gramercy!,entire home/apt
22797978,SEXY Grand Central Modern CHIC BRAND NEW PARK AVE,entire home/APT
22805947,Big studio  in Pospect Park,entire home/apt
22809557,"East Brodway in Lower East Side, quiete and cute!",private Room
22811207,Nice & cozy room located in Manhattan apt!!,private Room
22811519,Large Cozy Studio Apartment,entire home/apt
22812324,"Spacious 1 bed in the heart of Bed-Stuy, Brooklyn!",entire home/apt
22813265,master room,private Room
22814859,Cozy Private 1 Bedroom in a Shared Area,private Room
22815191,Private Room by the Cloisters,private Room
22815783,Your cozy space in Brooklyn,private Room
22824469,Crown Heights Hideaway,private Room
22830508,Williamsburg Garden Oasis,entire home/apt
22830789,Freshly NewPrivateROOM by the7train*15minToMidtown,private Room
22832352,*PRIME* Serenity & Love-Private Oasis (Bedford Av),entire home/apt
22833112,Cozy on 5th East Harlem,entire home/apt
22835316,Bedstuy Brownstone Luxury Apartments,entire home/apt
22840839,Quiet Studio in the Heart of it All,entire home/apt
22841280,RARE & Spacious Brooklyn Brownstone! Great Area!,entire home/apt
22842989,"Incredible VIEW, Incredible PRICE",entire home/apt
22843226,"Cozy place in Astoria, 10min to Manhattan",entire home/apt
22848359,Cozy Basement,private Room
22848378,Prime Union Square Location Private,private Room
22848599,Private Floor‚ÄîFull Private Bath‚Äî3 Min to Subway!,private Room
22849615,The best location - ASTORIA 46th st,private Room
22851242,Gorgeous Bedroom with breakfast by Central Park,private Room
22856025,Newly Renovated Guest Room with Private Bath,private Room
22857268,Spectacular 4 Story Townhouse,entire home/apt
22857712,Private Bed in Queer Co-Living Space for Men,private Room
22858455,Beautiful Studio. PRIVATE patio.Rooftop.Best Area.,entire home/apt
22859702,Sunlit Bushwick Oasis w/ Private Bathroom!,private Room
22862877,ROYAL NEST FOR LE$$   ( New York City),entire home/apt
22862882,Apartamento muy acogedor en Manhattan,entire home/apt
22866619,Cozy and Luxurious Artist Retreat in Williamsburg,entire home/apt
22868760,BEAUTIFUL Modern LOFT - Rooftop terrace,entire home/apt
22869573,Best location! Cozy East Village bohemian loft>>,entire home/apt
22871526,Comfy private room in trendy Clinton Hill Brooklyn,private Room
22877744,Nice extra room in Bushwick,private Room
22878090,HUGE studio apartment near ALL!,entire home/apt
22878715,Prospect Park Pad - 1 minute from the subway!,entire home/apt
22878805,Clean and Classy Central Park Studio,entire home/apt
22881110,"Spacious & Quiet 1 Br Upper West Side, close to CP",entire home/apt
22881127,Dreamy Sunny Apt in Central Williamsburg,entire home/apt
22885310,MODERN AND BEAUTIFUL  BROOKLYN,private Room
22886125,"Heart of Williamsburg, Sunny & Quiet Room",private Room
22887406,XL Private Room in a Magnificent Penthouse NYC1,private Room
22896433,Private 1BR Apt in Sunnyside Close to Train & LGA,entire home/apt
22898938,A Peaceful Haven in a Bustling City,private Room
22899900,Private Room A In Prime Location,private Room
22904609,"Stunning 1BR In Flatiron, Subway steps away!",entire home/apt
22904958,2 Rooms Available. Heart of Brooklyn.Jacuzzi Bath!,private Room
22904985,A WONDERFUL Place is Waiting 4U in Brooklyn !!!,entire home/apt
22905091,Charming Family Style Brownstone Apartment,entire home/apt
22911635,"Three Bedroom Duplex apart. Clean, Modern Apt. 41",entire home/apt
22919133,Cloud Music Loft,private Room
22919807,Carroll Gardens 3 bedroom.,entire home/APT
22923312,Luxury Studio - 1 Stop from NYC/Amazing Views,entire home/apt
22934602,Great Studio at the Time Square/71C,entire home/APT
22936827,Charming Williamsburg Bedroom,private Room
22937095,"The Studio, lush cabin living in Brooklyn",entire home/apt
22937305,Large Bedroom with newly renovated bathroom,private Room
22937557,Bushwick's LARGEST Art-Filled Room in New Building,private Room
22940490,Modern Upper East Side Apartment,Shared Room
22940777,Park Slope 1BR 1st Floor Apt - Perfect for 1 - 2,entire home/apt
22942669,Cozy room for one in BedStuy,private Room
22944203,"Cozy room in a charming, spacious apartment",private Room
22944348,Centrally Located Comfy 2BR Midtown Apartment,entire home/apt
22950209,Chic Studio,entire home/apt
22951923,Lovely Brooklyn Brownstone Garden Apartment,entire home/apt
22953869,Beautiful open layout studio near Prospect Park,entire home/apt
22956809,Two Rooms-Prime Manhattan Location steps to subway,private Room
22958680,Cosy one-bedroom nest in the heart of Williamsburg,entire home/APT
22959643,Luxury Harlem Apartment,entire home/apt
22961758,Amazing huge sunny room in the historical building,private Room
22971074,"Stunning, Duplex Apartment in Beautiful Bed-Stuy",entire home/apt
22971238,"Suite 18 - Private Room, Close to Coney Island",private Room
22971913,.Melinda's Place,entire home/apt
22972832,"Main st APT w PRIVATE Bath, bedroom, living room.",entire home/apt
22973043,"Coolest neighborhood, cutest apartment.",entire home/APT
22978028,Spacious garden-level 1BR in Bed Stuy brownstone,entire home/apt
22980907,"Cute, Bright Private Attic Space in Brooklyn Home",entire home/apt
22984650,"Private room in Queens Village, NY. Near JFK.",private Room
22985168,Delightful condo,entire home/apt
22985354,Luxury Meets Classic Brownstone w/ Outdoor Space!,entire home/apt
22985419,Exquisite English Tudor with a touch of class,entire home/apt
22985840,"Bright, beautiful bedroom 5 mins from LGA, 15toNYC",private Room
22986139,2br 2ba Huge pristine Nolita loft,entire home/APT
22986248,Sunny Spacious Two Bedroom - Park Slope,entire home/apt
22986303,Cozy 2 Bedroom Astoria Apt,entire home/apt
22986519,Bedroom on the lively Lower East Side,private Room
22987331,Cozy and convenient spot!,private Room
22997160,Chill Vibes in Beautiful Fort Greene,private Room
22997928,Amazing 1Br Apt in luxury building in williamsburg,entire home/apt
23000751,Little Neck Queens bedroom w/private bathwash/dry,private Room
23001343,Beautiful Private Bedroom Near Prospect Park,private Room
23002312,Park Ave Apt in the Heart of NYC,entire home/apt
23004845,Oasis bedroom for solo travelers,entire home/apt
23005618,Sunny Spacious Private Bed and Bath in Bushwick,private Room
23006296,East Village penthouse with city views.,entire home/apt
23006591,Suite 18 - Private Room w/ private bath,private Room
23010967,Crown Heights Classic,entire home/apt
23012588,Welcome!,private Room
23014432,Beautiful Bedstuy Brownstone Duplex,entire home/apt
23018280,Cozy studio with a fireplace close to the train,entire home/apt
23019675,Huge 1 Bedroom Apartment,entire home/apt
23019746,Exposed brick Loft apartment,entire home/apt
23020466,Private Harlem Studio w/ Jacuzzi Great Location!,entire home/apt
23021186,"Private Room, Very Cozy. Close to JFK. Garden!",private Room
23021271,20 mins to Times Square!  Vibrant NYC neighborhood,entire home/apt
23021573,XL Full Floor Loft*3BR*Lower East Side*SUPERHOST*,entire home/APT
23023728,"Cozy, Full 1 Bedroom Apartment Near Central Park",entire home/apt
23024273,LOFT#1 - Broadway Av. Amazing Location! SoHo,entire home/apt
23024656,Harlem cozy nights,entire home/APT
23026309,15 mins to Manhattan & LGA - Large Private Bedroom,private Room
23026346,"A Nice 3 Bedroom Apt in Pelham Bay, Bronx, NY.",entire home/apt
23027004,Cozy Private 3 Bedroom Garden Apt in Williamsburg,entire home/apt
23027784,Stylish Upper East Side Brownstone Studio,entire home/apt
23031618,15 min train ride to Times Sq and  US OPEN,entire home/apt
23034152,Brand New Amazing 1 Bedroom Best Location,entire home/APT
23035859,Newly renovated 3 Bed 2.5 bath Full amenities,entire home/apt
23035874,CHIC & LARGE private bedroom in fancy neighborhood,private Room
23036845,Renovated with view 3 bed 2 bath big Balcony,entire home/apt
23038520,Large 1 bdrm with Modern finishes - Pelham Gardens,entire home/apt
23039069,Cozy 2 Bed 2 bath  Pool in building,entire home/apt
23040115,Eclectic Enclave - 3 blks to G - private space,entire home/apt
23042836,Williamsburg Studio Apartment,entire home/apt
23044937,"MINI COZY Room Close to NYU  Langone H/Metro N,R",private Room
23045850,Private room in Brooklyn with laundry,private Room
23046924,Quiet City Getaway!,entire home/apt
23047572,Big apartment can make your vacation to be amazing,entire home/apt
23053294,"Quaint, artistic 2 bedroom Brooklyn apartment",entire home/APT
23053597,Private room with visit to queens # 6,private Room
23054586,Comfortable Room in LIC,private Room
23054855,Modern sun-filled 1 bed oasis- Graham Ave L train,entire home/apt
23059611,"Modern, hip, light drenched apartment.",entire home/apt
23060192,Peaceful Home in Brooklyn Close to Manhattan,entire home/APT
23061070,Suite Luxe - Luxury & Modern Comfort,entire home/APT
23061112,Comfort in Brooklyn,entire home/apt
23062475,"Spacious, Bright Studio Apt in East Village",entire home/apt
23062725,"Brick Brownstone Apartment, Perfect for Families",entire home/apt
23063403,Boutique stay in Church turned Apt. near BK museum,private Room
23070522,The Home away from home!!!!,entire home/apt
23071774,Sunny Private Room in Trendy Williamsburg,private Room
23072371,Large bed room share bathroom,private Room
23072853,My Williamsburg Place,entire home/apt
23075778,Gem in the East Village,entire home/apt
23077115,Large Room;(Manhattan30mins) JFK10mins)(LGA15mins),private Room
23078172,Affordable & Convenient,Shared Room
23078446,Stylish 1 Bedroom Apt. for 4 p/ NYC - Murray Hill!,entire home/apt
23085504,Jazzy cool sunshine,private Room
23086483,Stylish 1 Bedroom Apt. for 4 p/ NYC - Murray Hill!,entire home/apt
23087403,"Spacious, light 1br apartment in the LES",entire home/apt
23088623,Stylish Modern Garden Bedroom w/ensuite bathroom,private Room
23088777,Stylish Modern Master Bedroom w/ensuite bathroom,private Room
23088947,Ideal Williamsburg #3 - Lorimer L train!,private Room
23090887,"Family Apartment.  Close to city. 3 bed, 2 Bath",entire home/apt
23091139,Luxurious Private West Village TownHome,entire home/apt
23091460,Lovely Central Park duplex w/ large outdoor patio,entire home/apt
23092889,Cute private bedroom and bathroom - Bushwick,private Room
23096661,1BR Apartment on UWS!,entire home/apt
23104347,*Rare Spacious Apartment Near JFK/Subway for 2019*,entire home/apt
23105516,"NO EXTRA FEES, NO MIN. NITES:  1.5 blocks to train",private Room
23105764,"2 Br Apt Steps to LGA, Near Citified JFK,Manhattan",entire home/apt
23106013,NEW Luxury 1BR Oasis - Most Desirable NYC Location,entire home/APT
23106220,1min from the station K size bed 20min toManhattan,private Room
23106361,‚òÖSpacious Private Room‚òÖ MANHATTAN + Close to Park!,private Room
23106431,Bright Room with Qsize bed 20min to dt Manhattan,private Room
23106518,A COZY NYC STUDIO APARTMENT 20 minutes to Union Sq,entire home/apt
23107316,"Unique & Spacious, W Village. 1-Bdrm. NEW LISTING!",entire home/apt
23108435,A very spacious Zen place to vacay.,private Room
23108652,"Big, Private, Hip 2BR in Williamsburg w/Terrace",entire home/apt
23108877,A cozy room in a newly renovated UWS  apartment,private Room
23109329,Sunny & Quiet room in Clinton Hill,private Room
23110037,Nice Room for ONE (1) Person,private Room
23110266,SoHo LOFT #2  Broadway Av. - Amazing Location!,entire home/apt
23111211,Bright room located in the middle of Manhattan!,private Room
23111561,CHIC STUDIO 4 the MINIMALISTIC SOUL,entire home/APT
23120062,Quiet & Convenient in heart of midtown,private Room
23120142,Deluxe Bedroom - 30 minutes from Midtown!,private Room
23122597,"Brand new two-bedroom apt. in Bensonhurst, Bklyn!",entire home/apt
23126553,"‚òÖPrivate, Modern Apartment | Convenient Location‚òÖ",entire home/apt
23127964,Bright Soho 2 Bedroom Apartment,entire home/apt
23128247,Charming Kensington  Apt.,entire home/apt
23128460,Intimate Studio in the UES,entire home/apt
23129639,‚Ä¢‚Ä¢RARE Modern Apt For 2019 Next to Subway & JFK‚Ä¢‚Ä¢,entire home/apt
23129919,Fits like a glove,entire home/APT
23131011,Catlandia!,private Room
23131155,Newly Renovated Mins from JFK & LGA,entire home/APT
23131354,Two Bedroom Apartment in trendy Park Slope area.,entire home/apt
23131463,Sunny Chelsea Studio + Balcony (Central Location),entire home/apt
23131496,Beautiful stylish studio in Midtown,entire home/apt
23139166,Perfectly located Williamsburg 1.5 bedroom Apt,entire home/APT
23139647,Spacious 2 level home for Groups sleeps upto 12,entire home/apt
23149641,Prime location 2 BR APT/ Midtown West/ Manhattan,entire home/apt
23154138,Cozy and conveniently located,entire home/apt
23156950,NYCTH Suit Room,private Room
23163660,Tony's Room 1 near La Guardia Airport,private Room
23166224,Cozy Respite in the HeART of Bushwick,private Room
23166556,Private Quiet Room in Chelsea Brownstone Apartment,private Room
23166697,Cozy bedroom in Clinton Hill,private Room
23171129,Renovated 1BR Apt  -  close to Grand Central & UN,entire home/apt
23171917,Gorgeous Studio in Little Italy Nolita!!!,entire home/APT
23172490,2 full beds-Spacious beautiful room near Manhattan,private Room
23183557,Private Room in Large Apartment With Yard,private Room
23184752,Large Sunny Clinton Hill/Bedstuy bedroom,private Room
23190292,Gorgeous Studio Apartment in the heart of Manhatan,entire home/apt
23191484,"Warm, Cozy Room in our Classic Brooklyn Brownstone",private Room
23199948,Empire State Studio,entire home/apt
23200628,Cozy & Comfortable Modern Apartment,private Room
23201228,Greenwich Village Gem at Washington Sq Park!,entire home/apt
23203149,Big beautiful bedroom in huge Bushwick apartment,private Room
23204924,Quiet Brooklyn Artist Apartment With A View,entire home/apt
23207975,Ridge wood apartment w/ rooftop deck,private Room
23213107,NYCTH Master Room,private Room
23216381,Spacious Greenpoint Living,entire home/apt
23218579,Greenpoint Loft with True Brooklyn Flavor,entire home/apt
23219361,Cozy Studio near South Beach :-),entire home/apt
23219659,Luxury Garden Escape in Trendy Williamsburg 1 BR,entire home/apt
23221495,Private apartment w/parking,entire home/apt
23221581,Cozy Renovated 2 Bedroom Apartment Heart of Brklyn,entire home/apt
23222680,Private 1-bedroom Apartment in the Lombardy,entire home/apt
23230395,Enormous and illuminated on top floor (long term),entire home/apt
23232087,A Peaceful Home in Manhattan,private Room
23233925,"8 mins to Central Park,3 mins to Subway,Guest Room",private Room
23235101,2 Bedroom Garden Apartment in Brooklyn,entire home/APT
23236828,Cozy Room. 2 blocks to Subway,private Room
23238781,GUEST ROOM in a Beautiful 2 bedroom Apartment,private Room
23240738,(B) Room for 2 - sharing bath,private Room
23247351,Charming room at Bed-Stuy,private Room
23247442,"Contemporary Home Away from Home, Entire house",entire home/APT
23247514,Private room in family apartment,private Room
23250710,Bright Modern Chic & Clean East Village APT,entire home/apt
23251395,Peaceful room in popular prime Bushwick street art,private Room
23251417,Cozy Astoria bedroom 20 min from midtown,private Room
23251775,1 BR Flat in Williamsburg (3 blocks from  Bedford),entire home/apt
23252265,Lovely West Village 1 BR - Quiet and Comfortable,entire home/apt
23252443,Wyndham Midtown 45 (2 Bedroom Presidential) 2A,entire home/APT
23253216,Artsy Queen Room in BUSHWICK: Jefferson L train,private Room
23254776,Cozy Apartment for 1 or 2 people,entire home/APT
23254924,"Spacious 1 bedroom apt in Chinatown, NYC",entire home/apt
23255800,Tropical New Yorker with Backyard,entire home/apt
23256946,Cozy Studio by the Park,entire home/apt
23258639,Large Alcove Studio in the Heart of Chelsea,entire home/apt
23258724,Entire Place in Prime Brooklyn Neighborhood,entire home/apt
23262857,Central Park - Room for 2 to 4,private Room
23268810,Cosy private room in Manhattan!!!,private Room
23269735,Light Flooded Artist Loft in Brooklyn,entire home/apt
23270879,"Private Floor W/Private Entrance, Bath & Rooftop",private Room
23271535,Brooklyn Studio; Williamsburg to Manhattan - 10min,entire home/apt
23271736,Cozy Brooklyn Heights Apartment!,entire home/apt
23273676,Little Italy Spacious Room,private Room
23273907,"**Cozy room, good location, 20 mins to Manhattan",private Room
23274386,Perfect Apartment in brand new building!,entire home/apt
23274936,Private cozy room in Brooklyn with laundry,private Room
23275777,2 Floor-Entire Detached House 30 Min to Manhattan,entire home/apt
23277230,2 bedrooms flat near Central Park,entire home/apt
23285903,Your stylish home in Park Slope,entire home/apt
23287403,Room 1 - Lots of Space in Historic Victorian Home,private Room
23289674,WILLIAMSBURG PRIME BROOKLYN PRIVATE APT NEAR WATER,entire home/APT
23290010,Sunny Williamsburg Apt (1 month min stay),private Room
23290179,Your own relaxing 1-bedroom in Bushwick/Bedstuy!,entire home/apt
23292216,Lower East Side Oasis,entire home/apt
23292982,Trendy Bushwick Place (in Brooklyn),entire home/APT
23301706,"*Great room, good location, 20 mins to Manhattan",private Room
23302260,Inspiring & Tranquil Experience,Shared Room
23304600,T-Square Stylish 1 Bedroom,entire home/apt
23307047,2 Story PRIVATE Duplex/Elevator Building in NoMad,entire home/APT
23307503,Cultured NYC!,private Room
23308563,Room in the Safest Neighborhood of Staten Island!,private Room
23310309,MY HOUSE ON NEW YORK!! CLOSE TO JFK AND LGA,shared Room
23311118,Astoria 48 street and 30 ave ny,entire home/apt
23311374,The Bungalow at Bedford Avenue (Williamsburg),entire home/apt
23312379,UWS Brownstone - Near Central Park/Lincoln Center,private Room
23319467,Modern clean Apt-close to LGA & Manhattan,entire home/apt
23320351,"Private Bdrm in Huge Apt mins to Manhtn,JFK,LGA!",private Room
23322737,Luxurious Private Bed& Bath In NYC-Weekly Discount,private Room
23324479,"HARLEM HOME AWAY FROM HOME , SHORT - EXTENDED STAY",private Room
23325238,‚òÄ Beautiful & Quiet ‚òÄTIMES SQUARE ‚òÄ 2 BDR Apt ‚òÄ,entire home/APT
23327774,Trendy Brooklyn Room - 20mins from Manhattan,private Room
23329332,"Bright, Shared Living Room in our Beautiful Home!",Shared Room
23329993,"SHARE;Cheapest,Silent,Clean and Safe in New York",shared Room
23334645,Cool Downtown Apartment in Great Location,entire home/apt
23335839,Williamsburg Oasis,private Room
23336877,Welcoming House near Verrazano Bridge,entire home/apt
23339298,Cosy and comfortable 2 Bdrm with Outdoor Space,entire home/apt
23340718,Enormous 10 foot ceiling Bushwick room,private Room
23343836,SHARE;CHEAPEST;Pure;Cozy;Safe;Silent IN NEW YORK,Shared Room
23344008,SHARE;SAFE;CHEAPEST;15 MIN TO HEART OF MANHATTAN.,Shared Room
23344293,Cozy 2,private Room
23354284,It's Always Sunny in Williamsburg (2)!,private Room
23355035,Chic + Bright One Bedrooom Apartment,entire home/apt
23355382,THE SNUG Luxury Hotel Studio at 56th/Park,entire home/APT
23357738,"Huge Chic LOFT, Natural Sunlight,  Balcony!",entire home/apt
23358593,"1BD apartment in Clinton Hill, Brooklyn",entire home/apt
23359277,Brooklyn private attic in a circus home,private Room
23360409,Beautiful place in historic Bed Stuy neighborhood,entire home/apt
23361038,Sofa Bed in middle of East Village (St marks),Shared Room
23363336,Manhattan clean. warm. safe room / 6 train,private Room
23369253,New York Queen's East Elmhurst  (whole Basement),private Room
23369528,Beautiful Bed Stuy Garden Apartment,entire home/APT
23369859,Beautiful cozy full 1 bedroom suite/apartment,entire home/apt
23369991,Manhattan Studio Apt Queen bed & Sofabed loveseat,entire home/apt
23372015,"Enjoy this vast, chic apt, 15-to-Midtown w/Kingbed",entire home/apt
23373453,"""Grandma Chic"" Brooklyn Apartment... Williamsburg",private Room
23376196,Modern Townhouse Apartment in Brooklyn,entire home/apt
23377781,Riverside Delight,entire home/apt
23377961,Amazing new private bedroom 5 min to subway,private Room
23378281,Spacious Loft Bedroom in Brooklyn With 2 Beds,private Room
23378815,Luxurious 2-Story Home ‚Ä¢ Large Terrace ‚Ä¢ Views,entire home/apt
23379996,All that you need. 1 bedroom in shared apt.,private Room
23385746,"Private Clean, Spacious Room in West Harlem!",private Room
23388053,Private Room in Beautiful Soho NYC,private Room
23393043,Awesome Modern Oasis 2 Bdrm Apt in Brooklyn,entire home/apt
23394849,"2017 BUILDING!, NEW LOFT, 5 MIN SUBTO MANHATTAN!!!",private Room
23402559,Pretty room in the heart of the Lower East Side,private Room
23412268,"2 Bed/2 Bath, spacious, modern & bright!",entire home/apt
23413509,Two bedroom apartment in Brooklyn/Bed Stuy,entire home/apt
23416536,Gramercy Park Central Manhattan  4Beds 2Bath,entire home/apt
23429109,Your Chic NYC 1 bed Apt near Central Park,private Room
23432542,Quiet sanctuary in the heart of the UES,entire home/apt
23433518,New Tidy room  plus  private entrance PAID parking,private Room
23433996,Spacious Room Close to Manhattan (Females Only),private Room
23434675,HUGE 2 BEDROOM NEAR MANHATTAN,entire home/apt
23435772,Lakeside View in Brooklyn - its true!,private Room
23435916,"Lovely, Modern Apartment in Park Slope, Brooklyn",entire home/apt
23436140,Tony's Room 2 near La Guardia Airport,private Room
23436576,1 bedroom with 3 beds in the heart of Times Square,entire home/apt
23437204,Cool Lower East Side 1br Duplex W/ Backyard!,entire home/apt
23437793,2 blocks to train -15min to Central Park - Astoria,entire home/apt
23438247,Modern Brooklyn Duplex with Private Rooftop,private Room
23439376,Newly renovated apt near the city/ideal room for 2,private Room
23439529,Newly renovated room for two/20mins to Manhattan,private Room
23449907,"Light-drenched 2-bedroom apt, prime location‰??Âõ?Âüé",entire home/apt
23450541,"Spacious room in Astoria, 15 mins to Manhattan",private Room
23450601,"Friendly, quiet Brooklyn Heights Apartment",private Room
23451100,"Beautiful, High-Ceiling Apartment in Fort Greene",entire home/apt
23451337,Spacious fully furnished studio apartment,entire home/apt
23452076,Gorgeous Brooklyn Brownstone,entire home/apt
23454165,"Gabby Suite  in the Heights
Se habla Espa?±ol",private Room
23454631,The  CLEANEST apartment in New York City!!,private Room
23456596,Art & home,private Room
23456621,JFK/Queens House of Suedajoy#1(Disc by flexibility,private Room
23462813,Gorgeous Luxury 3 Bedroom steps from Prospect Park,entire home/apt
23464662,Nice Bedroom A in Bushwick,private Room
23465208,Nice Bedroom B in Bushwick,private Room
23465498,Nice Bedroom C in Bushwick,private Room
23465912,Beautiful apartment - easy access to all,entire home/apt
23466594,New clean cozy room private entrance  paid parking,private Room
23467126,"Large, private apartment in restored Brownstone.",entire home/apt
23468785,Luxe Master Bdrm Chelsea Doorman Gym/RoofDeck/Elev,private Room
23469535,"Your Room at Roselle‚Äôs, Bronx",private Room
23469548,STUDIO - Boho Chic Sanctuary in Lower East Side,entire home/apt
23470849,Perfect room in between walks&fun in Manhattan,private Room
23470928,Comfortable shared apartmant by Times Square,Shared Room
23476922,Zen in Brooklyn,private Room
23478580,Prime Location 3 Bedrroms Apartment,entire home/apt
23479042,Spacious & Private Apt steps to Prospect Park,entire home/apt
23480510,"Bright, spacious, ensuite bedroom in Williamsburg",private Room
23481234,"3 BdRm Apt, 8min to LGA & 25mins to JFK,Manhattan",entire home/apt
23482476,Private Room in Comfortable Bushwick Apartment,private Room
23483134,2 Bathrooms-Modern Room in Queens (3),private Room
23483266,NEW Bright-2 bath/4min to train and 10minto LGA(1),private Room
23483467,Modern: 5mins to train; 30min to Times-2 Bath (2),private Room
23483525,5mins to train; New York Modern Home- (5),private Room
23483570,Newly Renovated-5mins to train; 30mins to City (4),private Room
23484236,AC Room W/ Bathroom close to Northwell and JFK!,private Room
23485307,Hotel-like Studio- loft Wall Street,entire home/apt
23485972,3 Bed + 2 Bath Trendy Upper East Apartment,entire home/apt
23486966,Cozy Exposed Brick Private Room with bathroom,private Room
23487824,BRIGHTON APARTMENT,entire home/apt
23488098,Cozy room close to subway,private Room
23495421,"Cozy studio, fully renovated! Near JFK & subway!",private Room
23496215,Charming Studio,entire home/apt
23497936,COZY APARTMENT IN CENTRAL PARK,entire home/apt
23500071,"The Perfect Brooklyn Apt, Bushwick/Williamsburg",private Room
23502842,Cozy East Village studio,entire home/apt
23505465,Quiet Garden Level Studio in the heart of Brooklyn,entire home/APT
23505645,Private room with Visit queens #5,private Room
23508567,Cozy Home in Brooklyn Prime Location,private Room
23513769,Lower Duplex w/Private Access+Bath by Yankees stop,private Room
23514583,"Luxury High Line Chelsea Doorman, Roof Deck/Gym",entire home/apt
23514938,Upper Duplex w/Private Access+Bath by Yankee Stop,private Room
23514988,LUXE PRIVATE HUGE 30FL ONE OF A KIND VIEW! UES,private Room
23520803,Spacious one-bedroom apartment in Cobble Hill,entire home/apt
